,customer_no,timestamp,location,day,hour,location_after
9461,1253,2019-09-02 19:51:00,drinks,Monday,19,fruit
9462,1253,2019-09-02 19:52:00,fruit,Monday,19,fruit
9463,1253,2019-09-02 19:53:00,fruit,Monday,19,checkout
9464,1253,2019-09-02 19:54:00,checkout,Monday,19,checkout
9465,1254,2019-09-02 19:45:00,spices,Monday,19,drinks
9466,1254,2019-09-02 19:46:00,drinks,Monday,19,drinks
9467,1254,2019-09-02 19:47:00,drinks,Monday,19,drinks
9468,1254,2019-09-02 19:48:00,drinks,Monday,19,drinks
9469,1254,2019-09-02 19:49:00,drinks,Monday,19,drinks
9470,1254,2019-09-02 19:50:00,drinks,Monday,19,drinks
9471,1254,2019-09-02 19:51:00,drinks,Monday,19,checkout
9472,1254,2019-09-02 19:52:00,checkout,Monday,19,checkout
9473,1255,2019-09-02 19:46:00,drinks,Monday,19,spices
9474,1255,2019-09-02 19:47:00,spices,Monday,19,fruit
9475,1255,2019-09-02 19:48:00,fruit,Monday,19,spices
9476,1255,2019-09-02 19:49:00,spices,Monday,19,checkout
9477,1255,2019-09-02 19:50:00,checkout,Monday,19,checkout
9478,1256,2019-09-02 19:47:00,drinks,Monday,19,checkout
9479,1256,2019-09-02 19:48:00,checkout,Monday,19,checkout
9480,1257,2019-09-02 19:48:00,fruit,Monday,19,fruit
9481,1257,2019-09-02 19:49:00,fruit,Monday,19,fruit
9482,1257,2019-09-02 19:50:00,fruit,Monday,19,drinks
9483,1257,2019-09-02 19:51:00,drinks,Monday,19,drinks
9484,1257,2019-09-02 19:52:00,drinks,Monday,19,fruit
9485,1257,2019-09-02 19:53:00,fruit,Monday,19,fruit
9486,1257,2019-09-02 19:54:00,fruit,Monday,19,checkout
9487,1257,2019-09-02 19:55:00,checkout,Monday,19,checkout
9488,1258,2019-09-02 19:49:00,spices,Monday,19,spices
9489,1258,2019-09-02 19:50:00,spices,Monday,19,drinks
9490,1258,2019-09-02 19:51:00,drinks,Monday,19,drinks
9491,1258,2019-09-02 19:52:00,drinks,Monday,19,checkout
9492,1258,2019-09-02 19:53:00,checkout,Monday,19,checkout
9493,1259,2019-09-02 19:49:00,spices,Monday,19,drinks
9494,1259,2019-09-02 19:50:00,drinks,Monday,19,drinks
9495,1259,2019-09-02 19:51:00,drinks,Monday,19,drinks
9496,1259,2019-09-02 19:52:00,drinks,Monday,19,drinks
9497,1259,2019-09-02 19:53:00,drinks,Monday,19,drinks
9498,1259,2019-09-02 19:54:00,drinks,Monday,19,drinks
9499,1259,2019-09-02 19:55:00,drinks,Monday,19,fruit
9500,1259,2019-09-02 19:56:00,fruit,Monday,19,fruit
9501,1259,2019-09-02 19:57:00,fruit,Monday,19,fruit
9502,1259,2019-09-02 19:58:00,fruit,Monday,19,fruit
9503,1259,2019-09-02 19:59:00,fruit,Monday,19,fruit
9504,1259,2019-09-02 20:00:00,fruit,Monday,19,checkout
9505,1259,2019-09-02 20:01:00,checkout,Monday,20,checkout
9506,1260,2019-09-02 19:50:00,spices,Monday,19,spices
9507,1260,2019-09-02 19:51:00,spices,Monday,19,spices
9508,1260,2019-09-02 19:52:00,spices,Monday,19,spices
9509,1260,2019-09-02 19:53:00,spices,Monday,19,checkout
9510,1260,2019-09-02 19:54:00,checkout,Monday,19,checkout
9511,1261,2019-09-02 19:50:00,fruit,Monday,19,fruit
9512,1261,2019-09-02 19:51:00,fruit,Monday,19,dairy
9513,1261,2019-09-02 19:52:00,dairy,Monday,19,dairy
9514,1261,2019-09-02 19:53:00,dairy,Monday,19,dairy
9515,1261,2019-09-02 19:54:00,dairy,Monday,19,checkout
9516,1261,2019-09-02 19:55:00,checkout,Monday,19,checkout
9517,1262,2019-09-02 19:50:00,drinks,Monday,19,fruit
9518,1262,2019-09-02 19:51:00,fruit,Monday,19,drinks
9519,1262,2019-09-02 19:52:00,drinks,Monday,19,drinks
9520,1262,2019-09-02 19:53:00,drinks,Monday,19,drinks
9521,1262,2019-09-02 19:54:00,drinks,Monday,19,checkout
9522,1262,2019-09-02 19:55:00,checkout,Monday,19,checkout
9523,1263,2019-09-02 19:50:00,fruit,Monday,19,dairy
9524,1263,2019-09-02 19:51:00,dairy,Monday,19,fruit
9525,1263,2019-09-02 19:52:00,fruit,Monday,19,fruit
9526,1263,2019-09-02 19:53:00,fruit,Monday,19,checkout
9527,1263,2019-09-02 19:54:00,checkout,Monday,19,checkout
9528,1264,2019-09-02 19:50:00,dairy,Monday,19,dairy
9529,1264,2019-09-02 19:51:00,dairy,Monday,19,spices
9530,1264,2019-09-02 19:52:00,spices,Monday,19,spices
9531,1264,2019-09-02 19:53:00,spices,Monday,19,checkout
9532,1264,2019-09-02 19:54:00,checkout,Monday,19,checkout
9533,1265,2019-09-02 19:50:00,fruit,Monday,19,fruit
9534,1265,2019-09-02 19:51:00,fruit,Monday,19,fruit
9535,1265,2019-09-02 19:52:00,fruit,Monday,19,fruit
9536,1265,2019-09-02 19:53:00,fruit,Monday,19,checkout
9537,1265,2019-09-02 19:54:00,checkout,Monday,19,checkout
9538,1266,2019-09-02 19:51:00,dairy,Monday,19,checkout
9539,1266,2019-09-02 19:52:00,checkout,Monday,19,checkout
9540,1267,2019-09-02 19:51:00,dairy,Monday,19,drinks
9541,1267,2019-09-02 19:52:00,drinks,Monday,19,drinks
9542,1267,2019-09-02 19:53:00,drinks,Monday,19,drinks
9543,1267,2019-09-02 19:54:00,drinks,Monday,19,drinks
9544,1267,2019-09-02 19:55:00,drinks,Monday,19,drinks
9545,1267,2019-09-02 19:56:00,drinks,Monday,19,drinks
9546,1267,2019-09-02 19:57:00,drinks,Monday,19,drinks
9547,1267,2019-09-02 19:58:00,drinks,Monday,19,drinks
9548,1267,2019-09-02 19:59:00,drinks,Monday,19,drinks
9549,1267,2019-09-02 20:00:00,drinks,Monday,19,drinks
9550,1267,2019-09-02 20:01:00,drinks,Monday,19,spices
9551,1267,2019-09-02 20:02:00,spices,Monday,20,checkout
9552,1267,2019-09-02 20:03:00,checkout,Monday,20,checkout
9553,1268,2019-09-02 19:51:00,spices,Monday,19,drinks
9554,1268,2019-09-02 19:52:00,drinks,Monday,19,drinks
9555,1268,2019-09-02 19:53:00,drinks,Monday,19,checkout
9556,1268,2019-09-02 19:54:00,checkout,Monday,19,checkout
9557,1269,2019-09-02 19:51:00,fruit,Monday,19,fruit
9558,1269,2019-09-02 19:52:00,fruit,Monday,19,fruit
9559,1269,2019-09-02 19:53:00,fruit,Monday,19,dairy
9560,1269,2019-09-02 19:54:00,dairy,Monday,19,dairy
9561,1269,2019-09-02 19:55:00,dairy,Monday,19,spices
9562,1269,2019-09-02 19:56:00,spices,Monday,19,checkout
9563,1269,2019-09-02 19:57:00,checkout,Monday,19,checkout
9564,1270,2019-09-02 19:52:00,fruit,Monday,19,checkout
9565,1270,2019-09-02 19:53:00,checkout,Monday,19,checkout
9566,1271,2019-09-02 19:52:00,fruit,Monday,19,fruit
9567,1271,2019-09-02 19:53:00,fruit,Monday,19,spices
9568,1271,2019-09-02 19:54:00,spices,Monday,19,checkout
9569,1271,2019-09-02 19:55:00,checkout,Monday,19,checkout
9570,1272,2019-09-02 19:52:00,fruit,Monday,19,checkout
9571,1272,2019-09-02 19:53:00,checkout,Monday,19,checkout
9572,1273,2019-09-02 19:52:00,fruit,Monday,19,fruit
9573,1273,2019-09-02 19:53:00,fruit,Monday,19,checkout
9574,1273,2019-09-02 19:54:00,checkout,Monday,19,checkout
9575,1274,2019-09-02 19:52:00,fruit,Monday,19,checkout
9576,1274,2019-09-02 19:53:00,checkout,Monday,19,checkout
9577,1275,2019-09-02 19:52:00,spices,Monday,19,spices
9578,1275,2019-09-02 19:53:00,spices,Monday,19,spices
9579,1275,2019-09-02 19:54:00,spices,Monday,19,checkout
9580,1275,2019-09-02 19:55:00,checkout,Monday,19,checkout
9581,1276,2019-09-02 19:53:00,dairy,Monday,19,dairy
9582,1276,2019-09-02 19:54:00,dairy,Monday,19,dairy
9583,1276,2019-09-02 19:55:00,dairy,Monday,19,dairy
9584,1276,2019-09-02 19:56:00,dairy,Monday,19,dairy
9585,1276,2019-09-02 19:57:00,dairy,Monday,19,dairy
9586,1276,2019-09-02 19:58:00,dairy,Monday,19,dairy
9587,1276,2019-09-02 19:59:00,dairy,Monday,19,spices
9588,1276,2019-09-02 20:00:00,spices,Monday,20,dairy
9589,1276,2019-09-02 20:01:00,dairy,Monday,20,dairy
9590,1276,2019-09-02 20:02:00,dairy,Monday,20,checkout
9591,1276,2019-09-02 20:03:00,checkout,Monday,20,checkout
9592,1277,2019-09-02 19:53:00,spices,Monday,19,spices
9593,1277,2019-09-02 19:54:00,spices,Monday,19,spices
9594,1277,2019-09-02 19:55:00,spices,Monday,19,drinks
9595,1277,2019-09-02 19:56:00,drinks,Monday,19,drinks
9596,1277,2019-09-02 19:57:00,drinks,Monday,19,drinks
9597,1277,2019-09-02 19:58:00,drinks,Monday,19,fruit
9598,1277,2019-09-02 19:59:00,fruit,Monday,19,checkout
9599,1277,2019-09-02 20:00:00,checkout,Monday,20,checkout
9600,1278,2019-09-02 19:54:00,dairy,Monday,19,checkout
9601,1278,2019-09-02 19:55:00,checkout,Monday,19,checkout
9602,1279,2019-09-02 19:54:00,spices,Monday,19,spices
9603,1279,2019-09-02 19:55:00,spices,Monday,19,spices
9604,1279,2019-09-02 19:56:00,spices,Monday,19,fruit
9605,1279,2019-09-02 19:57:00,fruit,Monday,19,fruit
9606,1279,2019-09-02 19:58:00,fruit,Monday,19,checkout
9607,1279,2019-09-02 19:59:00,checkout,Monday,19,checkout
9608,1280,2019-09-02 19:56:00,drinks,Monday,19,fruit
9609,1280,2019-09-02 19:57:00,fruit,Monday,19,checkout
9610,1280,2019-09-02 19:58:00,checkout,Monday,19,checkout
9611,1281,2019-09-02 19:56:00,drinks,Monday,19,checkout
9612,1281,2019-09-02 19:57:00,checkout,Monday,19,checkout
9613,1282,2019-09-02 19:56:00,dairy,Monday,19,spices
9614,1282,2019-09-02 19:57:00,spices,Monday,19,spices
9615,1282,2019-09-02 19:58:00,spices,Monday,19,spices
9616,1282,2019-09-02 19:59:00,spices,Monday,19,dairy
9617,1282,2019-09-02 20:00:00,dairy,Monday,20,dairy
9618,1282,2019-09-02 20:01:00,dairy,Monday,20,dairy
9619,1282,2019-09-02 20:02:00,dairy,Monday,20,checkout
9620,1282,2019-09-02 20:03:00,checkout,Monday,20,checkout
9621,1283,2019-09-02 19:57:00,fruit,Monday,19,fruit
9622,1283,2019-09-02 19:58:00,fruit,Monday,19,fruit
9623,1283,2019-09-02 19:59:00,fruit,Monday,19,fruit
9624,1283,2019-09-02 20:00:00,fruit,Monday,19,checkout
9625,1283,2019-09-02 20:01:00,checkout,Monday,20,checkout
9626,1284,2019-09-02 19:58:00,dairy,Monday,19,drinks
9627,1284,2019-09-02 19:59:00,drinks,Monday,19,drinks
9628,1284,2019-09-02 20:00:00,drinks,Monday,19,drinks
9629,1284,2019-09-02 20:01:00,drinks,Monday,19,drinks
9630,1284,2019-09-02 20:02:00,drinks,Monday,19,drinks
9631,1284,2019-09-02 20:03:00,drinks,Monday,19,drinks
9632,1284,2019-09-02 20:04:00,drinks,Monday,19,drinks
9633,1284,2019-09-02 20:05:00,drinks,Monday,19,drinks
9634,1284,2019-09-02 20:06:00,drinks,Monday,19,drinks
9635,1284,2019-09-02 20:07:00,drinks,Monday,19,drinks
9636,1284,2019-09-02 20:08:00,drinks,Monday,19,fruit
9637,1284,2019-09-02 20:09:00,fruit,Monday,20,fruit
9638,1284,2019-09-02 20:10:00,fruit,Monday,20,drinks
9639,1284,2019-09-02 20:11:00,drinks,Monday,20,drinks
9640,1284,2019-09-02 20:12:00,drinks,Monday,20,drinks
9641,1284,2019-09-02 20:13:00,drinks,Monday,20,drinks
9642,1284,2019-09-02 20:14:00,drinks,Monday,20,drinks
9643,1284,2019-09-02 20:15:00,drinks,Monday,20,drinks
9644,1284,2019-09-02 20:16:00,drinks,Monday,20,drinks
9645,1284,2019-09-02 20:17:00,drinks,Monday,20,drinks
9646,1284,2019-09-02 20:18:00,drinks,Monday,20,drinks
9647,1284,2019-09-02 20:19:00,drinks,Monday,20,checkout
9648,1284,2019-09-02 20:20:00,checkout,Monday,20,checkout
9649,1285,2019-09-02 19:58:00,fruit,Monday,19,fruit
9650,1285,2019-09-02 19:59:00,fruit,Monday,19,fruit
9651,1285,2019-09-02 20:00:00,fruit,Monday,19,fruit
9652,1285,2019-09-02 20:01:00,fruit,Monday,19,checkout
9653,1285,2019-09-02 20:02:00,checkout,Monday,20,checkout
9654,1286,2019-09-02 19:58:00,fruit,Monday,19,fruit
9655,1286,2019-09-02 19:59:00,fruit,Monday,19,fruit
9656,1286,2019-09-02 20:00:00,fruit,Monday,19,fruit
9657,1286,2019-09-02 20:01:00,fruit,Monday,19,checkout
9658,1286,2019-09-02 20:02:00,checkout,Monday,20,checkout
9659,1287,2019-09-02 19:58:00,dairy,Monday,19,dairy
9660,1287,2019-09-02 19:59:00,dairy,Monday,19,dairy
9661,1287,2019-09-02 20:00:00,dairy,Monday,19,dairy
9662,1287,2019-09-02 20:01:00,dairy,Monday,19,dairy
9663,1287,2019-09-02 20:02:00,dairy,Monday,19,dairy
9664,1287,2019-09-02 20:03:00,dairy,Monday,19,dairy
9665,1287,2019-09-02 20:04:00,dairy,Monday,19,dairy
9666,1287,2019-09-02 20:05:00,dairy,Monday,19,dairy
9667,1287,2019-09-02 20:06:00,dairy,Monday,19,dairy
9668,1287,2019-09-02 20:07:00,dairy,Monday,19,dairy
9669,1287,2019-09-02 20:08:00,dairy,Monday,19,dairy
9670,1287,2019-09-02 20:09:00,dairy,Monday,19,dairy
9671,1287,2019-09-02 20:10:00,dairy,Monday,19,dairy
9672,1287,2019-09-02 20:11:00,dairy,Monday,19,dairy
9673,1287,2019-09-02 20:12:00,dairy,Monday,19,dairy
9674,1287,2019-09-02 20:13:00,dairy,Monday,19,checkout
9675,1287,2019-09-02 20:14:00,checkout,Monday,20,checkout
9676,1288,2019-09-02 20:02:00,dairy,Monday,20,dairy
9677,1288,2019-09-02 20:03:00,dairy,Monday,20,dairy
9678,1288,2019-09-02 20:04:00,dairy,Monday,20,fruit
9679,1288,2019-09-02 20:05:00,fruit,Monday,20,drinks
9680,1288,2019-09-02 20:06:00,drinks,Monday,20,drinks
9681,1288,2019-09-02 20:07:00,drinks,Monday,20,drinks
9682,1288,2019-09-02 20:08:00,drinks,Monday,20,spices
9683,1288,2019-09-02 20:09:00,spices,Monday,20,spices
9684,1288,2019-09-02 20:10:00,spices,Monday,20,fruit
9685,1288,2019-09-02 20:11:00,fruit,Monday,20,fruit
9686,1288,2019-09-02 20:12:00,fruit,Monday,20,fruit
9687,1288,2019-09-02 20:13:00,fruit,Monday,20,fruit
9688,1288,2019-09-02 20:14:00,fruit,Monday,20,spices
9689,1288,2019-09-02 20:15:00,spices,Monday,20,spices
9690,1288,2019-09-02 20:16:00,spices,Monday,20,drinks
9691,1288,2019-09-02 20:17:00,drinks,Monday,20,checkout
9692,1288,2019-09-02 20:18:00,checkout,Monday,20,checkout
9693,1289,2019-09-02 20:02:00,dairy,Monday,20,dairy
9694,1289,2019-09-02 20:03:00,dairy,Monday,20,dairy
9695,1289,2019-09-02 20:04:00,dairy,Monday,20,dairy
9696,1289,2019-09-02 20:05:00,dairy,Monday,20,checkout
9697,1289,2019-09-02 20:06:00,checkout,Monday,20,checkout
9698,1290,2019-09-02 20:04:00,fruit,Monday,20,fruit
9699,1290,2019-09-02 20:05:00,fruit,Monday,20,fruit
9700,1290,2019-09-02 20:06:00,fruit,Monday,20,fruit
9701,1290,2019-09-02 20:07:00,fruit,Monday,20,checkout
9702,1290,2019-09-02 20:08:00,checkout,Monday,20,checkout
9703,1291,2019-09-02 20:04:00,dairy,Monday,20,dairy
9704,1291,2019-09-02 20:05:00,dairy,Monday,20,dairy
9705,1291,2019-09-02 20:06:00,dairy,Monday,20,dairy
9706,1291,2019-09-02 20:07:00,dairy,Monday,20,dairy
9707,1291,2019-09-02 20:08:00,dairy,Monday,20,spices
9708,1291,2019-09-02 20:09:00,spices,Monday,20,dairy
9709,1291,2019-09-02 20:10:00,dairy,Monday,20,dairy
9710,1291,2019-09-02 20:11:00,dairy,Monday,20,dairy
9711,1291,2019-09-02 20:12:00,dairy,Monday,20,dairy
9712,1291,2019-09-02 20:13:00,dairy,Monday,20,dairy
9713,1291,2019-09-02 20:14:00,dairy,Monday,20,spices
9714,1291,2019-09-02 20:15:00,spices,Monday,20,spices
9715,1291,2019-09-02 20:16:00,spices,Monday,20,fruit
9716,1291,2019-09-02 20:17:00,fruit,Monday,20,spices
9717,1291,2019-09-02 20:18:00,spices,Monday,20,fruit
9718,1291,2019-09-02 20:19:00,fruit,Monday,20,checkout
9719,1291,2019-09-02 20:20:00,checkout,Monday,20,checkout
9720,1292,2019-09-02 20:04:00,spices,Monday,20,drinks
9721,1292,2019-09-02 20:05:00,drinks,Monday,20,drinks
9722,1292,2019-09-02 20:06:00,drinks,Monday,20,drinks
9723,1292,2019-09-02 20:07:00,drinks,Monday,20,spices
9724,1292,2019-09-02 20:08:00,spices,Monday,20,spices
9725,1292,2019-09-02 20:09:00,spices,Monday,20,spices
9726,1292,2019-09-02 20:10:00,spices,Monday,20,drinks
9727,1292,2019-09-02 20:11:00,drinks,Monday,20,drinks
9728,1292,2019-09-02 20:12:00,drinks,Monday,20,checkout
9729,1292,2019-09-02 20:13:00,checkout,Monday,20,checkout
9730,1293,2019-09-02 20:05:00,dairy,Monday,20,checkout
9731,1293,2019-09-02 20:06:00,checkout,Monday,20,checkout
9732,1294,2019-09-02 20:05:00,drinks,Monday,20,drinks
9733,1294,2019-09-02 20:06:00,drinks,Monday,20,spices
9734,1294,2019-09-02 20:07:00,spices,Monday,20,spices
9735,1294,2019-09-02 20:08:00,spices,Monday,20,checkout
9736,1294,2019-09-02 20:09:00,checkout,Monday,20,checkout
9737,1295,2019-09-02 20:06:00,drinks,Monday,20,drinks
9738,1295,2019-09-02 20:07:00,drinks,Monday,20,drinks
9739,1295,2019-09-02 20:08:00,drinks,Monday,20,drinks
9740,1295,2019-09-02 20:09:00,drinks,Monday,20,spices
9741,1295,2019-09-02 20:10:00,spices,Monday,20,drinks
9742,1295,2019-09-02 20:11:00,drinks,Monday,20,checkout
9743,1295,2019-09-02 20:12:00,checkout,Monday,20,checkout
9744,1296,2019-09-02 20:06:00,dairy,Monday,20,drinks
9745,1296,2019-09-02 20:07:00,drinks,Monday,20,dairy
9746,1296,2019-09-02 20:08:00,dairy,Monday,20,drinks
9747,1296,2019-09-02 20:09:00,drinks,Monday,20,drinks
9748,1296,2019-09-02 20:10:00,drinks,Monday,20,checkout
9749,1296,2019-09-02 20:11:00,checkout,Monday,20,checkout
9750,1297,2019-09-02 20:08:00,fruit,Monday,20,fruit
9751,1297,2019-09-02 20:09:00,fruit,Monday,20,fruit
9752,1297,2019-09-02 20:10:00,fruit,Monday,20,dairy
9753,1297,2019-09-02 20:11:00,dairy,Monday,20,dairy
9754,1297,2019-09-02 20:12:00,dairy,Monday,20,spices
9755,1297,2019-09-02 20:13:00,spices,Monday,20,dairy
9756,1297,2019-09-02 20:14:00,dairy,Monday,20,dairy
9757,1297,2019-09-02 20:15:00,dairy,Monday,20,dairy
9758,1297,2019-09-02 20:16:00,dairy,Monday,20,fruit
9759,1297,2019-09-02 20:17:00,fruit,Monday,20,checkout
9760,1297,2019-09-02 20:18:00,checkout,Monday,20,checkout
9761,1298,2019-09-02 20:08:00,dairy,Monday,20,checkout
9762,1298,2019-09-02 20:09:00,checkout,Monday,20,checkout
9763,1299,2019-09-02 20:08:00,drinks,Monday,20,dairy
9764,1299,2019-09-02 20:09:00,dairy,Monday,20,checkout
9765,1299,2019-09-02 20:10:00,checkout,Monday,20,checkout
9766,1300,2019-09-02 20:08:00,drinks,Monday,20,drinks
9767,1300,2019-09-02 20:09:00,drinks,Monday,20,checkout
9768,1300,2019-09-02 20:10:00,checkout,Monday,20,checkout
9769,1301,2019-09-02 20:09:00,fruit,Monday,20,fruit
9770,1301,2019-09-02 20:10:00,fruit,Monday,20,checkout
9771,1301,2019-09-02 20:11:00,checkout,Monday,20,checkout
9772,1302,2019-09-02 20:10:00,fruit,Monday,20,fruit
9773,1302,2019-09-02 20:11:00,fruit,Monday,20,fruit
9774,1302,2019-09-02 20:12:00,fruit,Monday,20,spices
9775,1302,2019-09-02 20:13:00,spices,Monday,20,spices
9776,1302,2019-09-02 20:14:00,spices,Monday,20,drinks
9777,1302,2019-09-02 20:15:00,drinks,Monday,20,fruit
9778,1302,2019-09-02 20:16:00,fruit,Monday,20,fruit
9779,1302,2019-09-02 20:17:00,fruit,Monday,20,fruit
9780,1302,2019-09-02 20:18:00,fruit,Monday,20,fruit
9781,1302,2019-09-02 20:19:00,fruit,Monday,20,fruit
9782,1302,2019-09-02 20:20:00,fruit,Monday,20,dairy
9783,1302,2019-09-02 20:21:00,dairy,Monday,20,dairy
9784,1302,2019-09-02 20:22:00,dairy,Monday,20,dairy
9785,1302,2019-09-02 20:23:00,dairy,Monday,20,dairy
9786,1302,2019-09-02 20:24:00,dairy,Monday,20,dairy
9787,1302,2019-09-02 20:25:00,dairy,Monday,20,dairy
9788,1302,2019-09-02 20:26:00,dairy,Monday,20,dairy
9789,1302,2019-09-02 20:27:00,dairy,Monday,20,dairy
9790,1302,2019-09-02 20:28:00,dairy,Monday,20,dairy
9791,1302,2019-09-02 20:29:00,dairy,Monday,20,dairy
9792,1302,2019-09-02 20:30:00,dairy,Monday,20,dairy
9793,1302,2019-09-02 20:31:00,dairy,Monday,20,dairy
9794,1302,2019-09-02 20:32:00,dairy,Monday,20,dairy
9795,1302,2019-09-02 20:33:00,dairy,Monday,20,dairy
9796,1302,2019-09-02 20:34:00,dairy,Monday,20,checkout
9797,1302,2019-09-02 20:35:00,checkout,Monday,20,checkout
9798,1303,2019-09-02 20:10:00,drinks,Monday,20,drinks
9799,1303,2019-09-02 20:11:00,drinks,Monday,20,drinks
9800,1303,2019-09-02 20:12:00,drinks,Monday,20,checkout
9801,1303,2019-09-02 20:13:00,checkout,Monday,20,checkout
9802,1304,2019-09-02 20:10:00,spices,Monday,20,dairy
9803,1304,2019-09-02 20:11:00,dairy,Monday,20,dairy
9804,1304,2019-09-02 20:12:00,dairy,Monday,20,dairy
9805,1304,2019-09-02 20:13:00,dairy,Monday,20,dairy
9806,1304,2019-09-02 20:14:00,dairy,Monday,20,spices
9807,1304,2019-09-02 20:15:00,spices,Monday,20,spices
9808,1304,2019-09-02 20:16:00,spices,Monday,20,spices
9809,1304,2019-09-02 20:17:00,spices,Monday,20,drinks
9810,1304,2019-09-02 20:18:00,drinks,Monday,20,drinks
9811,1304,2019-09-02 20:19:00,drinks,Monday,20,drinks
9812,1304,2019-09-02 20:20:00,drinks,Monday,20,drinks
9813,1304,2019-09-02 20:21:00,drinks,Monday,20,drinks
9814,1304,2019-09-02 20:22:00,drinks,Monday,20,drinks
9815,1304,2019-09-02 20:23:00,drinks,Monday,20,drinks
9816,1304,2019-09-02 20:24:00,drinks,Monday,20,drinks
9817,1304,2019-09-02 20:25:00,drinks,Monday,20,drinks
9818,1304,2019-09-02 20:26:00,drinks,Monday,20,drinks
9819,1304,2019-09-02 20:27:00,drinks,Monday,20,drinks
9820,1304,2019-09-02 20:28:00,drinks,Monday,20,drinks
9821,1304,2019-09-02 20:29:00,drinks,Monday,20,drinks
9822,1304,2019-09-02 20:30:00,drinks,Monday,20,drinks
9823,1304,2019-09-02 20:31:00,drinks,Monday,20,drinks
9824,1304,2019-09-02 20:32:00,drinks,Monday,20,drinks
9825,1304,2019-09-02 20:33:00,drinks,Monday,20,spices
9826,1304,2019-09-02 20:34:00,spices,Monday,20,checkout
9827,1304,2019-09-02 20:35:00,checkout,Monday,20,checkout
9828,1305,2019-09-02 20:12:00,spices,Monday,20,spices
9829,1305,2019-09-02 20:13:00,spices,Monday,20,spices
9830,1305,2019-09-02 20:14:00,spices,Monday,20,checkout
9831,1305,2019-09-02 20:15:00,checkout,Monday,20,checkout
9832,1306,2019-09-02 20:12:00,fruit,Monday,20,fruit
9833,1306,2019-09-02 20:13:00,fruit,Monday,20,drinks
9834,1306,2019-09-02 20:14:00,drinks,Monday,20,spices
9835,1306,2019-09-02 20:15:00,spices,Monday,20,checkout
9836,1306,2019-09-02 20:16:00,checkout,Monday,20,checkout
9837,1307,2019-09-02 20:12:00,fruit,Monday,20,dairy
9838,1307,2019-09-02 20:13:00,dairy,Monday,20,fruit
9839,1307,2019-09-02 20:14:00,fruit,Monday,20,fruit
9840,1307,2019-09-02 20:15:00,fruit,Monday,20,fruit
9841,1307,2019-09-02 20:16:00,fruit,Monday,20,checkout
9842,1307,2019-09-02 20:17:00,checkout,Monday,20,checkout
9843,1308,2019-09-02 20:12:00,fruit,Monday,20,drinks
9844,1308,2019-09-02 20:13:00,drinks,Monday,20,checkout
9845,1308,2019-09-02 20:14:00,checkout,Monday,20,checkout
9846,1309,2019-09-02 20:12:00,dairy,Monday,20,checkout
9847,1309,2019-09-02 20:13:00,checkout,Monday,20,checkout
9848,1310,2019-09-02 20:13:00,spices,Monday,20,drinks
9849,1310,2019-09-02 20:14:00,drinks,Monday,20,drinks
9850,1310,2019-09-02 20:15:00,drinks,Monday,20,checkout
9851,1310,2019-09-02 20:16:00,checkout,Monday,20,checkout
9852,1311,2019-09-02 20:16:00,drinks,Monday,20,checkout
9853,1311,2019-09-02 20:17:00,checkout,Monday,20,checkout
9854,1312,2019-09-02 20:16:00,fruit,Monday,20,fruit
9855,1312,2019-09-02 20:17:00,fruit,Monday,20,dairy
9856,1312,2019-09-02 20:18:00,dairy,Monday,20,dairy
9857,1312,2019-09-02 20:19:00,dairy,Monday,20,dairy
9858,1312,2019-09-02 20:20:00,dairy,Monday,20,dairy
9859,1312,2019-09-02 20:21:00,dairy,Monday,20,dairy
9860,1312,2019-09-02 20:22:00,dairy,Monday,20,dairy
9861,1312,2019-09-02 20:23:00,dairy,Monday,20,dairy
9862,1312,2019-09-02 20:24:00,dairy,Monday,20,dairy
9863,1312,2019-09-02 20:25:00,dairy,Monday,20,dairy
9864,1312,2019-09-02 20:26:00,dairy,Monday,20,dairy
9865,1312,2019-09-02 20:27:00,dairy,Monday,20,dairy
9866,1312,2019-09-02 20:28:00,dairy,Monday,20,dairy
9867,1312,2019-09-02 20:29:00,dairy,Monday,20,checkout
9868,1312,2019-09-02 20:30:00,checkout,Monday,20,checkout
9869,1313,2019-09-02 20:16:00,fruit,Monday,20,dairy
9870,1313,2019-09-02 20:17:00,dairy,Monday,20,fruit
9871,1313,2019-09-02 20:18:00,fruit,Monday,20,checkout
9872,1313,2019-09-02 20:19:00,checkout,Monday,20,checkout
9873,1314,2019-09-02 20:16:00,spices,Monday,20,fruit
9874,1314,2019-09-02 20:17:00,fruit,Monday,20,fruit
9875,1314,2019-09-02 20:18:00,fruit,Monday,20,drinks
9876,1314,2019-09-02 20:19:00,drinks,Monday,20,spices
9877,1314,2019-09-02 20:20:00,spices,Monday,20,spices
9878,1314,2019-09-02 20:21:00,spices,Monday,20,spices
9879,1314,2019-09-02 20:22:00,spices,Monday,20,drinks
9880,1314,2019-09-02 20:23:00,drinks,Monday,20,drinks
9881,1314,2019-09-02 20:24:00,drinks,Monday,20,checkout
9882,1314,2019-09-02 20:25:00,checkout,Monday,20,checkout
9883,1315,2019-09-02 20:17:00,fruit,Monday,20,fruit
9884,1315,2019-09-02 20:18:00,fruit,Monday,20,fruit
9885,1315,2019-09-02 20:19:00,fruit,Monday,20,fruit
9886,1315,2019-09-02 20:20:00,fruit,Monday,20,dairy
